category_name,date,YEARS,MONTHS,Total_value
AMERICAN DRY GINS,2021-07-29,2021,7,11508.66
IRISH WHISKIES,2021-12-24,2021,12,11506.48
AMERICAN CORDIALS & LIQUEURS,2021-06-22,2021,6,11504.93
STRAIGHT RYE WHISKIES,2022-02-28,2022,2,11504.21
AMERICAN CORDIALS & LIQUEURS,2023-04-27,2023,4,11503.8
STRAIGHT RYE WHISKIES,2022-01-20,2022,1,11501.97
IMPORTED FLAVORED VODKA,2023-02-24,2023,2,11500.97
AMERICAN CORDIALS & LIQUEURS,2023-09-19,2023,9,11500.87
CREAM LIQUEURS,2023-06-22,2023,6,11498.93
SCOTCH WHISKIES,2021-08-23,2021,8,11498.82
IMPORTED BRANDIES,2022-01-12,2022,1,11498.74
COFFEE LIQUEURS,2023-11-15,2023,11,11496.63
COFFEE LIQUEURS,2022-11-22,2022,11,11494.75
IMPORTED SCHNAPPS,2023-06-02,2023,6,11491.69
AMERICAN DRY GINS,2021-03-02,2021,3,11490.29
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-02-15,2023,2,11490.29
AMERICAN DRY GINS,2023-01-05,2023,1,11488.1
AMERICAN DRY GINS,2022-05-03,2022,5,11487.5
AMERICAN DRY GINS,2022-11-28,2022,11,11481.51
100% AGAVE TEQUILA,2022-12-23,2022,12,11481.49
SINGLE MALT SCOTCH,2024-01-10,2024,1,11476.47
AGED DARK RUM,2023-10-31,2023,10,11471.04
TEMPORARY & SPECIALTY PACKAGES,2022-04-12,2022,4,11469.88
IRISH WHISKIES,2021-11-02,2021,11,11467.77
IMPORTED FLAVORED VODKA,2022-06-17,2022,6,11464.99
AMERICAN BRANDIES,2021-09-27,2021,9,11463.19
AMERICAN CORDIALS & LIQUEURS,2021-02-12,2021,2,11454.5
AMERICAN CORDIALS & LIQUEURS,2023-04-06,2023,4,11454.38
CREAM LIQUEURS,2022-03-01,2022,3,11452.73
SINGLE MALT SCOTCH,2023-05-05,2023,5,11452.49
AMERICAN DRY GINS,2021-09-07,2021,9,11446.39
AMERICAN BRANDIES,2023-03-02,2023,3,11446.32
IMPORTED SCHNAPPS,2022-06-28,2022,6,11441.47
SINGLE BARREL BOURBON WHISKIES,2022-12-06,2022,12,11440.61
STRAIGHT RYE WHISKIES,2023-05-19,2023,5,11438.93
STRAIGHT RYE WHISKIES,2022-03-11,2022,3,11438.6
IMPORTED CORDIALS & LIQUEURS,2021-06-12,2021,6,11437.67
IMPORTED DRY GINS,2022-01-25,2022,1,11435.87
AMERICAN DRY GINS,2022-11-10,2022,11,11435.23
AMERICAN CORDIALS & LIQUEURS,2023-03-16,2023,3,11433.13
AMERICAN DRY GINS,2023-04-06,2023,4,11430.62
COFFEE LIQUEURS,2022-01-17,2022,1,11428.26
IMPORTED DRY GINS,2023-09-29,2023,9,11427.46
COFFEE LIQUEURS,2023-12-11,2023,12,11425.9
NEUTRAL GRAIN SPIRITS FLAVORED,2024-01-23,2024,1,11425.75
AMERICAN DRY GINS,2022-02-16,2022,2,11424.79
AMERICAN BRANDIES,2022-10-20,2022,10,11424.22
IMPORTED FLAVORED VODKA,2021-07-16,2021,7,11422.89
SINGLE MALT SCOTCH,2022-06-30,2022,6,11421.36
AMERICAN BRANDIES,2023-02-01,2023,2,11420.44
STRAIGHT RYE WHISKIES,2023-05-05,2023,5,11418.58
STRAIGHT RYE WHISKIES,2023-03-31,2023,3,11417.39
STRAIGHT RYE WHISKIES,2021-04-26,2021,4,11417.35
AMERICAN DRY GINS,2023-04-11,2023,4,11415.19
COCKTAILS/RTD,2022-02-28,2022,2,11410.15
IMPORTED DRY GINS,2023-02-16,2023,2,11408.93
SCOTCH WHISKIES,2021-07-16,2021,7,11408.79
AMERICAN CORDIALS & LIQUEURS,2023-06-26,2023,6,11406.88
AMERICAN CORDIALS & LIQUEURS,2021-03-04,2021,3,11402.95
SINGLE BARREL BOURBON WHISKIES,2022-10-05,2022,10,11402.82
SINGLE BARREL BOURBON WHISKIES,2021-07-28,2021,7,11402.52
IMPORTED DRY GINS,2021-06-05,2021,6,11401.19
AMERICAN DRY GINS,2023-08-03,2023,8,11398.14
NEUTRAL GRAIN SPIRITS FLAVORED,2023-01-11,2023,1,11394.63
IMPORTED FLAVORED VODKA,2024-01-18,2024,1,11388.12
AMERICAN DRY GINS,2021-09-23,2021,9,11386.29
IMPORTED DRY GINS,2023-08-22,2023,8,11385.09
AMERICAN DISTILLED SPIRITS SPECIALTY,2024-01-10,2024,1,11383.3
SINGLE MALT SCOTCH,2023-07-27,2023,7,11382.83
IMPORTED FLAVORED VODKA,2022-09-23,2022,9,11380.2
IMPORTED FLAVORED VODKA,2022-09-02,2022,9,11379.74
AMERICAN DRY GINS,2021-04-23,2021,4,11379.55
IMPORTED FLAVORED VODKA,2023-10-13,2023,10,11378.64
AMERICAN CORDIALS & LIQUEURS,2021-06-11,2021,6,11377.8
NEUTRAL GRAIN SPIRITS FLAVORED,2023-02-27,2023,2,11376.38
STRAIGHT RYE WHISKIES,2022-11-11,2022,11,11375.82
AMERICAN CORDIALS & LIQUEURS,2023-06-02,2023,6,11372.64
IMPORTED FLAVORED VODKA,2022-03-22,2022,3,11371.46
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-11-30,2022,11,11367.34
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-01-16,2023,1,11360.34
AMERICAN CORDIALS & LIQUEURS,2022-02-22,2022,2,11359.94
AMERICAN BRANDIES,2022-07-21,2022,7,11359.18
NEUTRAL GRAIN SPIRITS FLAVORED,2022-04-27,2022,4,11358.09
AMERICAN DRY GINS,2023-10-31,2023,10,11358.09
SCOTCH WHISKIES,2023-11-03,2023,11,11356.03
TENNESSEE WHISKIES,2021-08-06,2021,8,11350.85
STRAIGHT RYE WHISKIES,2021-01-15,2021,1,11350.63
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-11-09,2022,11,11348.11
COFFEE LIQUEURS,2022-04-15,2022,4,11347.92
SCOTCH WHISKIES,2023-11-13,2023,11,11347.16
SINGLE MALT SCOTCH,2022-02-08,2022,2,11345.97
STRAIGHT RYE WHISKIES,2023-12-09,2023,12,11343.71
AMERICAN DRY GINS,2021-09-17,2021,9,11330.87
STRAIGHT RYE WHISKIES,2022-09-30,2022,9,11329.61
COFFEE LIQUEURS,2022-08-18,2022,8,11321.14
AMERICAN DRY GINS,2022-06-22,2022,6,11320.88
SINGLE MALT SCOTCH,2021-09-23,2021,9,11319.17
TRIPLE SEC,2021-04-29,2021,4,11317.92
STRAIGHT RYE WHISKIES,2022-01-06,2022,1,11313.92
IMPORTED FLAVORED VODKA,2022-01-14,2022,1,11312.76
CREAM LIQUEURS,2021-05-21,2021,5,11310.56
NEUTRAL GRAIN SPIRITS FLAVORED,2022-12-08,2022,12,11310.35
IMPORTED CORDIALS & LIQUEURS,2024-01-12,2024,1,11310.04
WHITE RUM,2021-07-22,2021,7,11309.12
IMPORTED FLAVORED VODKA,2021-02-16,2021,2,11306.95
SCOTCH WHISKIES,2023-11-06,2023,11,11306.61
IMPORTED DRY GINS,2023-12-30,2023,12,11306.48
NEUTRAL GRAIN SPIRITS FLAVORED,2022-07-18,2022,7,11303.36
TEMPORARY & SPECIALTY PACKAGES,2021-01-12,2021,1,11302.2
SINGLE MALT SCOTCH,2021-07-15,2021,7,11298.16
IMPORTED FLAVORED VODKA,2022-06-14,2022,6,11294.8
IMPORTED FLAVORED VODKA,2023-06-30,2023,6,11294.77
AMERICAN BRANDIES,2022-02-25,2022,2,11293.8
SINGLE BARREL BOURBON WHISKIES,2021-06-30,2021,6,11292.6
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-06-14,2023,6,11290.12
IMPORTED FLAVORED VODKA,2023-05-31,2023,5,11288.02
AMERICAN BRANDIES,2023-07-31,2023,7,11287.26
AMERICAN BRANDIES,2023-06-02,2023,6,11286.82
IMPORTED DRY GINS,2021-02-26,2021,2,11286.73
AMERICAN CORDIALS & LIQUEURS,2021-02-23,2021,2,11285.9
IMPORTED FLAVORED VODKA,2023-02-17,2023,2,11285.9
STRAIGHT RYE WHISKIES,2022-06-17,2022,6,11282.91
SINGLE MALT SCOTCH,2023-05-11,2023,5,11280.48
SINGLE MALT SCOTCH,2022-08-08,2022,8,11280.12
IMPORTED DRY GINS,2021-01-26,2021,1,11273.44
NEUTRAL GRAIN SPIRITS FLAVORED,2023-04-17,2023,4,11272.44
NEUTRAL GRAIN SPIRITS FLAVORED,2022-11-15,2022,11,11271.93
BOTTLED IN BOND BOURBON,2023-04-14,2023,4,11271.9
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-12-19,2022,12,11270.95
STRAIGHT RYE WHISKIES,2023-04-19,2023,4,11268.36
AMERICAN DRY GINS,2023-02-20,2023,2,11268.34
AMERICAN DRY GINS,2023-06-09,2023,6,11267.01
STRAIGHT RYE WHISKIES,2022-09-12,2022,9,11266.15
IMPORTED FLAVORED VODKA,2022-05-17,2022,5,11266.13
SCOTCH WHISKIES,2021-02-19,2021,2,11266.11
AMERICAN DRY GINS,2022-01-24,2022,1,11266.09
FLAVORED RUM,2024-01-14,2024,1,11263.77
IMPORTED FLAVORED VODKA,2021-01-15,2021,1,11259.49
TEMPORARY & SPECIALTY PACKAGES,2021-08-05,2021,8,11259.13
AMERICAN DRY GINS,2022-06-17,2022,6,11258.3
CREAM LIQUEURS,2024-01-14,2024,1,11256.72
SPICED RUM,2022-08-14,2022,8,11255.83
AMERICAN CORDIALS & LIQUEURS,2023-11-06,2023,11,11255.02
IMPORTED DRY GINS,2023-01-17,2023,1,11254.73
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-10-21,2022,10,11247.82
NEUTRAL GRAIN SPIRITS FLAVORED,2022-10-11,2022,10,11245.27
NEUTRAL GRAIN SPIRITS FLAVORED,2023-05-22,2023,5,11240.51
NEUTRAL GRAIN SPIRITS FLAVORED,2022-12-26,2022,12,11239.27
SINGLE MALT SCOTCH,2021-01-14,2021,1,11238.38
AMERICAN DRY GINS,2022-11-15,2022,11,11234.72
AMERICAN FLAVORED VODKA,2023-12-08,2023,12,11233.95
STRAIGHT RYE WHISKIES,2021-04-19,2021,4,11231.99
AMERICAN BRANDIES,2021-11-08,2021,11,11231.7
SPECIAL ORDER ITEMS,2023-02-20,2023,2,11229.96
STRAIGHT RYE WHISKIES,2023-01-06,2023,1,11227.44
STRAIGHT RYE WHISKIES,2023-08-08,2023,8,11225.18
SCOTCH WHISKIES,2023-03-28,2023,3,11221.18
WHITE RUM,2022-03-10,2022,3,11219.11
AMERICAN DRY GINS,2022-08-19,2022,8,11218.17
IMPORTED FLAVORED VODKA,2022-02-18,2022,2,11214.51
BOTTLED IN BOND BOURBON,2021-03-08,2021,3,11213.29
AMERICAN DRY GINS,2022-12-30,2022,12,11208.53
SINGLE MALT SCOTCH,2021-10-28,2021,10,11207.79
COFFEE LIQUEURS,2021-12-02,2021,12,11204.8
SPECIAL ORDER ITEMS,2021-12-13,2021,12,11204.34
NEUTRAL GRAIN SPIRITS FLAVORED,2022-07-19,2022,7,11202.69
AMERICAN DISTILLED SPIRITS SPECIALTY,2021-04-15,2021,4,11199.26
AMERICAN DRY GINS,2022-04-07,2022,4,11198.97
COFFEE LIQUEURS,2024-01-22,2024,1,11197.34
CORN WHISKIES,2021-09-09,2021,9,11193.74
AMERICAN DRY GINS,2022-07-14,2022,7,11192.31
SINGLE BARREL BOURBON WHISKIES,2021-03-12,2021,3,11190.66
STRAIGHT RYE WHISKIES,2022-01-25,2022,1,11188.58
AMERICAN DRY GINS,2021-01-27,2021,1,11187.81
SCOTCH WHISKIES,2022-03-04,2022,3,11187.08
SINGLE MALT SCOTCH,2022-02-24,2022,2,11185.07
AMERICAN DRY GINS,2022-06-28,2022,6,11184.23
AMERICAN DRY GINS,2021-08-16,2021,8,11179.65
IMPORTED FLAVORED VODKA,2022-12-02,2022,12,11176.47
IMPORTED DRY GINS,2023-03-07,2023,3,11173.28
AMERICAN DRY GINS,2023-07-28,2023,7,11172.43
COFFEE LIQUEURS,2022-12-05,2022,12,11172.15
IRISH WHISKIES,2021-11-05,2021,11,11171.21
CORN WHISKIES,2021-09-02,2021,9,11171.18
SINGLE BARREL BOURBON WHISKIES,2021-07-16,2021,7,11163.97
TENNESSEE WHISKIES,2023-12-16,2023,12,11157.98
AMERICAN BRANDIES,2022-03-09,2022,3,11157.89
AMERICAN DRY GINS,2024-01-31,2024,1,11153.35
AMERICAN CORDIALS & LIQUEURS,2021-07-15,2021,7,11150.16
STRAIGHT RYE WHISKIES,2021-10-29,2021,10,11147.08
AMERICAN BRANDIES,2022-12-17,2022,12,11144.68
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-07-06,2023,7,11144.65
AMERICAN DRY GINS,2023-05-18,2023,5,11143.88
COCKTAILS/RTD,2023-11-10,2023,11,11139.57
BOTTLED IN BOND BOURBON,2023-07-17,2023,7,11134.62
IMPORTED FLAVORED VODKA,2021-12-14,2021,12,11133.58
SINGLE BARREL BOURBON WHISKIES,2022-12-26,2022,12,11132.51
IMPORTED FLAVORED VODKA,2024-01-24,2024,1,11131.78
AMERICAN DRY GINS,2021-01-29,2021,1,11129.81
COFFEE LIQUEURS,2023-12-27,2023,12,11128.44
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-10-17,2023,10,11128.02
NEUTRAL GRAIN SPIRITS FLAVORED,2022-04-20,2022,4,11118.38
SINGLE BARREL BOURBON WHISKIES,2022-11-08,2022,11,11117.59
AMERICAN DRY GINS,2022-02-08,2022,2,11115.19
COFFEE LIQUEURS,2022-11-18,2022,11,11113.33
SINGLE MALT SCOTCH,2022-10-20,2022,10,11113.06
IMPORTED DRY GINS,2022-03-24,2022,3,11110.19
COFFEE LIQUEURS,2022-09-02,2022,9,11108.61
NEUTRAL GRAIN SPIRITS FLAVORED,2023-12-21,2023,12,11107.64
AMERICAN CORDIALS & LIQUEURS,2022-03-03,2022,3,11107.6
AMERICAN DRY GINS,2022-07-28,2022,7,11106.89
SINGLE MALT SCOTCH,2023-05-18,2023,5,11106.29
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-05-17,2021,5,11103.09
COFFEE LIQUEURS,2023-01-05,2023,1,11097.35
STRAIGHT RYE WHISKIES,2022-12-02,2022,12,11093.69
IMPORTED FLAVORED VODKA,2023-03-24,2023,3,11092.97
IMPORTED FLAVORED VODKA,2022-11-11,2022,11,11092.69
SINGLE MALT SCOTCH,2022-04-19,2022,4,11089.05
IMPORTED FLAVORED VODKA,2022-04-15,2022,4,11088.52
MIXTO TEQUILA,2022-12-10,2022,12,11087.51
IMPORTED FLAVORED VODKA,2022-05-24,2022,5,11086.99
AMERICAN DRY GINS,2021-02-09,2021,2,11084.48
STRAIGHT RYE WHISKIES,2023-04-18,2023,4,11081.59
IMPORTED DRY GINS,2023-09-26,2023,9,11078.05
SINGLE BARREL BOURBON WHISKIES,2021-08-12,2021,8,11072.94
AMERICAN CORDIALS & LIQUEURS,2023-07-13,2023,7,11070.91
AMERICAN DRY GINS,2021-12-23,2021,12,11070.68
NEUTRAL GRAIN SPIRITS FLAVORED,2021-12-29,2021,12,11068.55
AMERICAN DRY GINS,2021-08-05,2021,8,11064.73
AMERICAN DRY GINS,2021-12-10,2021,12,11061.3
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-02-08,2023,2,11059.7
IMPORTED DRY GINS,2022-10-17,2022,10,11056.46
CREAM LIQUEURS,2023-07-31,2023,7,11056.37
IMPORTED BRANDIES,2022-02-24,2022,2,11055.43
AMERICAN DRY GINS,2021-07-16,2021,7,11052.73
SINGLE MALT SCOTCH,2022-05-12,2022,5,11052.11
IMPORTED BRANDIES,2022-04-07,2022,4,11048.91
AMERICAN DRY GINS,2023-03-10,2023,3,11048.15
SINGLE MALT SCOTCH,2022-09-13,2022,9,11045.31
IMPORTED BRANDIES,2021-06-16,2021,6,11041.11
COFFEE LIQUEURS,2021-05-20,2021,5,11041.0
IMPORTED BRANDIES,2021-01-14,2021,1,11040.32
STRAIGHT RYE WHISKIES,2021-07-07,2021,7,11037.96
IMPORTED DISTILLED SPIRITS SPECIALTY,2022-11-09,2022,11,11034.81
IMPORTED DRY GINS,2022-08-12,2022,8,11032.75
AMERICAN CORDIALS & LIQUEURS,2023-01-08,2023,1,11028.33
NEUTRAL GRAIN SPIRITS FLAVORED,2024-01-08,2024,1,11027.7
SINGLE MALT SCOTCH,2021-06-23,2021,6,11025.12
AMERICAN CORDIALS & LIQUEURS,2023-03-21,2023,3,11022.38
SINGLE MALT SCOTCH,2023-01-04,2023,1,11021.17
IMPORTED VODKAS,2023-10-15,2023,10,11019.94
SINGLE BARREL BOURBON WHISKIES,2021-07-20,2021,7,11019.15
WHITE RUM,2024-01-23,2024,1,11014.41
IMPORTED DRY GINS,2021-01-22,2021,1,11013.42
NEUTRAL GRAIN SPIRITS FLAVORED,2023-01-25,2023,1,11013.29
SINGLE MALT SCOTCH,2021-12-10,2021,12,11012.25
FLAVORED GIN,2023-06-22,2023,6,11012.16
IMPORTED DRY GINS,2021-02-11,2021,2,11005.5
NEUTRAL GRAIN SPIRITS FLAVORED,2023-04-03,2023,4,11003.31
AMERICAN DRY GINS,2023-11-16,2023,11,11001.77
IRISH WHISKIES,2021-10-28,2021,10,10997.79
IMPORTED VODKAS,2023-11-12,2023,11,10996.91
SINGLE MALT SCOTCH,2023-08-02,2023,8,10993.52
AMERICAN CORDIALS & LIQUEURS,2022-05-04,2022,5,10991.47
FLAVORED RUM,2023-12-09,2023,12,10991.07
AMERICAN CORDIALS & LIQUEURS,2023-01-26,2023,1,10988.48
AMERICAN DRY GINS,2023-09-15,2023,9,10985.77
AMERICAN DRY GINS,2022-01-25,2022,1,10985.41
AMERICAN CORDIALS & LIQUEURS,2022-03-15,2022,3,10984.1
IMPORTED FLAVORED VODKA,2021-07-27,2021,7,10980.63
COFFEE LIQUEURS,2021-11-02,2021,11,10976.49
NEUTRAL GRAIN SPIRITS FLAVORED,2022-06-02,2022,6,10976.16
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-09-29,2021,9,10974.86
AMERICAN DRY GINS,2022-12-26,2022,12,10974.28
AMERICAN DRY GINS,2022-03-16,2022,3,10973.65
AMERICAN DISTILLED SPIRITS SPECIALTY,2024-01-03,2024,1,10972.94
AMERICAN DRY GINS,2022-09-28,2022,9,10971.57
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-11-25,2022,11,10966.88
NEUTRAL GRAIN SPIRITS FLAVORED,2022-09-15,2022,9,10966.64
STRAIGHT RYE WHISKIES,2023-08-15,2023,8,10964.63
IMPORTED FLAVORED VODKA,2021-02-26,2021,2,10962.34
COCKTAILS/RTD,2022-03-03,2022,3,10960.68
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-12-02,2022,12,10956.19
AMERICAN DRY GINS,2021-12-01,2021,12,10955.99
AMERICAN DRY GINS,2023-04-13,2023,4,10955.07
WHITE RUM,2022-01-18,2022,1,10953.11
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-08-31,2021,8,10952.42
AMERICAN DRY GINS,2021-11-01,2021,11,10951.75
NEUTRAL GRAIN SPIRITS FLAVORED,2022-07-14,2022,7,10950.01
TEMPORARY & SPECIALTY PACKAGES,2023-07-24,2023,7,10947.81
WHITE RUM,2022-03-08,2022,3,10946.98
STRAIGHT RYE WHISKIES,2021-03-23,2021,3,10946.67
AMERICAN CORDIALS & LIQUEURS,2021-02-16,2021,2,10945.69
IMPORTED FLAVORED VODKA,2023-05-12,2023,5,10945.62
AMERICAN CORDIALS & LIQUEURS,2023-05-04,2023,5,10943.22
IMPORTED DISTILLED SPIRITS SPECIALTY,2022-06-16,2022,6,10940.22
TEMPORARY & SPECIALTY PACKAGES,2023-12-03,2023,12,10939.45
SCOTCH WHISKIES,2021-08-02,2021,8,10938.44
SINGLE MALT SCOTCH,2023-08-10,2023,8,10936.48
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-01-09,2023,1,10934.92
SINGLE MALT SCOTCH,2023-07-19,2023,7,10933.73
AMERICAN DRY GINS,2021-10-20,2021,10,10932.74
WHITE RUM,2023-11-11,2023,11,10932.73
NEUTRAL GRAIN SPIRITS FLAVORED,2022-10-03,2022,10,10927.67
NEUTRAL GRAIN SPIRITS FLAVORED,2023-04-13,2023,4,10926.99
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-07-01,2021,7,10924.58
IRISH WHISKIES,2021-06-05,2021,6,10923.86
STRAIGHT RYE WHISKIES,2022-06-04,2022,6,10922.85
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-02-01,2023,2,10922.09
SCOTCH WHISKIES,2021-07-12,2021,7,10920.7
AMERICAN DRY GINS,2021-02-11,2021,2,10918.11
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-12-06,2021,12,10917.44
IMPORTED DISTILLED SPIRITS SPECIALTY,2023-05-11,2023,5,10913.06
AMERICAN BRANDIES,2022-09-28,2022,9,10908.74
COCKTAILS/RTD,2022-09-10,2022,9,10904.9
AMERICAN DRY GINS,2023-07-31,2023,7,10902.05
IMPORTED FLAVORED VODKA,2022-02-15,2022,2,10900.68
SINGLE MALT SCOTCH,2022-11-18,2022,11,10899.4
SINGLE BARREL BOURBON WHISKIES,2023-12-07,2023,12,10890.85
SINGLE BARREL BOURBON WHISKIES,2021-08-11,2021,8,10890.36
AMERICAN DRY GINS,2021-07-06,2021,7,10888.95
AMERICAN FLAVORED VODKA,2024-01-12,2024,1,10886.91
AMERICAN DRY GINS,2021-01-26,2021,1,10884.89
SINGLE MALT SCOTCH,2021-04-13,2021,4,10883.96
SINGLE MALT SCOTCH,2021-01-15,2021,1,10883.87
COFFEE LIQUEURS,2023-12-30,2023,12,10883.17
AMERICAN DRY GINS,2022-01-14,2022,1,10881.5
SINGLE MALT SCOTCH,2021-07-13,2021,7,10879.54
SINGLE BARREL BOURBON WHISKIES,2021-12-20,2021,12,10877.84
AMERICAN DRY GINS,2022-01-17,2022,1,10877.02
COFFEE LIQUEURS,2021-09-16,2021,9,10874.36
AMERICAN DRY GINS,2023-03-09,2023,3,10873.41
AMERICAN DRY GINS,2023-02-01,2023,2,10866.84
COFFEE LIQUEURS,2023-01-26,2023,1,10865.68
IMPORTED DRY GINS,2021-09-24,2021,9,10865.48
AMERICAN DRY GINS,2021-04-29,2021,4,10865.07
NEUTRAL GRAIN SPIRITS FLAVORED,2022-11-01,2022,11,10864.12
IMPORTED FLAVORED VODKA,2022-03-29,2022,3,10864.01
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-11-02,2022,11,10854.27
WHITE RUM,2023-12-09,2023,12,10853.42
COFFEE LIQUEURS,2021-04-09,2021,4,10852.61
SINGLE MALT SCOTCH,2021-05-28,2021,5,10849.44
AMERICAN DRY GINS,2022-10-20,2022,10,10846.03
SCOTCH WHISKIES,2021-08-13,2021,8,10844.03
AMERICAN DRY GINS,2021-07-13,2021,7,10842.37
IMPORTED FLAVORED VODKA,2023-12-27,2023,12,10842.01
SINGLE MALT SCOTCH,2021-07-02,2021,7,10841.5
AMERICAN DRY GINS,2022-12-05,2022,12,10839.45
STRAIGHT RYE WHISKIES,2022-11-01,2022,11,10838.94
SPECIAL ORDER ITEMS,2023-11-22,2023,11,10838.36
AMERICAN DISTILLED SPIRITS SPECIALTY,2023-06-27,2023,6,10836.73
SINGLE MALT SCOTCH,2022-12-02,2022,12,10835.37
AMERICAN CORDIALS & LIQUEURS,2021-09-27,2021,9,10832.81
STRAIGHT RYE WHISKIES,2023-03-21,2023,3,10828.45
TEMPORARY & SPECIALTY PACKAGES,2022-02-11,2022,2,10828.06
IMPORTED FLAVORED VODKA,2023-04-07,2023,4,10826.48
AMERICAN DRY GINS,2021-09-13,2021,9,10823.07
NEUTRAL GRAIN SPIRITS FLAVORED,2022-04-06,2022,4,10822.78
AMERICAN DRY GINS,2022-06-09,2022,6,10822.52
NEUTRAL GRAIN SPIRITS FLAVORED,2022-08-11,2022,8,10820.64
STRAIGHT RYE WHISKIES,2023-01-13,2023,1,10817.67
AMERICAN SCHNAPPS,2022-02-28,2022,2,10817.4
IMPORTED FLAVORED VODKA,2023-09-25,2023,9,10816.26
STRAIGHT RYE WHISKIES,2022-07-19,2022,7,10815.33
IMPORTED DISTILLED SPIRITS SPECIALTY,2022-04-21,2022,4,10813.18
SCOTCH WHISKIES,2021-08-30,2021,8,10812.91
AMERICAN DRY GINS,2021-12-27,2021,12,10811.17
AMERICAN DRY GINS,2023-01-11,2023,1,10809.85
AMERICAN DRY GINS,2021-02-22,2021,2,10809.68
SCOTCH WHISKIES,2022-08-16,2022,8,10808.11
SPECIAL ORDER ITEMS,2021-11-10,2021,11,10802.8
NEUTRAL GRAIN SPIRITS FLAVORED,2023-11-28,2023,11,10801.5
IMPORTED DRY GINS,2022-04-29,2022,4,10800.75
SINGLE BARREL BOURBON WHISKIES,2023-09-19,2023,9,10796.01
NEUTRAL GRAIN SPIRITS FLAVORED,2022-05-20,2022,5,10793.71
IMPORTED FLAVORED VODKA,2021-01-19,2021,1,10792.45
TEMPORARY & SPECIALTY PACKAGES,2021-01-19,2021,1,10791.82
TEMPORARY & SPECIALTY PACKAGES,2022-02-14,2022,2,10786.23
IMPORTED FLAVORED VODKA,2021-12-17,2021,12,10785.04
IMPORTED FLAVORED VODKA,2023-10-11,2023,10,10784.2
AMERICAN BRANDIES,2022-03-01,2022,3,10783.95
AMERICAN BRANDIES,2022-09-10,2022,9,10783.28
IMPORTED DRY GINS,2021-01-11,2021,1,10782.56
COCKTAILS/RTD,2023-11-11,2023,11,10781.05
NEUTRAL GRAIN SPIRITS FLAVORED,2022-06-17,2022,6,10780.99
IMPORTED DISTILLED SPIRITS SPECIALTY,2021-08-12,2021,8,10779.9
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-10-12,2022,10,10776.56
STRAIGHT RYE WHISKIES,2021-07-08,2021,7,10774.52
AMERICAN DRY GINS,2022-11-04,2022,11,10771.02
SINGLE BARREL BOURBON WHISKIES,2024-01-22,2024,1,10770.21
AMERICAN DRY GINS,2023-07-11,2023,7,10768.92
AMERICAN DISTILLED SPIRITS SPECIALTY,2022-10-11,2022,10,10767.79
AMERICAN DRY GINS,2021-11-05,2021,11,10766.57
IMPORTED DISTILLED SPIRITS SPECIALTY,2022-01-06,2022,1,10766.1
IMPORTED FLAVORED VODKA,2022-01-28,2022,1,10761.65
AMERICAN DRY GINS,2023-10-17,2023,10,10759.86
SINGLE MALT SCOTCH,2022-01-07,2022,1,10758.0
AMERICAN FLAVORED VODKA,2022-12-17,2022,12,10756.73
AMERICAN DRY GINS,2022-05-12,2022,5,10752.55
AMERICAN BRANDIES,2023-10-26,2023,10,10751.72
AMERICAN SCHNAPPS,2023-12-03,2023,12,10751.53
SINGLE MALT SCOTCH,2021-09-10,2021,9,10751.07
NEUTRAL GRAIN SPIRITS FLAVORED,2022-11-17,2022,11,10750.8
IMPORTED FLAVORED VODKA,2023-03-14,2023,3,10750.64
AMERICAN DISTILLED SPIRITS SPECIALTY,2024-01-04,2024,1,10745.12
NEUTRAL GRAIN SPIRITS FLAVORED,2023-07-24,2023,7,10744.56
IMPORTED SCHNAPPS,2023-10-22,2023,10,10742.91
IMPORTED DRY GINS,2023-02-07,2023,2,10741.35
AMERICAN DRY GINS,2021-09-27,2021,9,10741.01
COFFEE LIQUEURS,2022-12-28,2022,12,10739.3
AMERICAN CORDIALS & LIQUEURS,2023-10-13,2023,10,10738.86
SINGLE BARREL BOURBON WHISKIES,2023-03-20,2023,3,10736.87
FLAVORED RUM,2022-12-17,2022,12,10735.96
STRAIGHT RYE WHISKIES,2021-11-29,2021,11,10735.34
SPECIAL ORDER ITEMS,2022-01-10,2022,1,10730.86
